date,TRDEBMc1,TRDEBMc2,TRDEBMc3,TRDEBMc4,TRDEBQc1,TRDEBQc2,TRDEBQc3,TRDEBQc4,TRDEBYc1,TRDEBYc2,TRDEBYc3,TRFRBMc1,TRFRBMc2,TRFRBMc3,TRFRBMc4,TRFRBQc1,TRFRBQc2,TRFRBQc3,TRFRBQc4,TRFRBYc1,TRFRBYc2,TRFRBYc3
2017-06-23,31.45,31.2,33.15,,31.95,34.8,,,30.45,28.0,28.1,33.2,31.9,35.7,,33.75,44.85,46.25,,36.45,36.65,38.25
2017-06-26,31.6,30.9,33.15,,32.0,34.65,34.8,27.6,30.45,27.86,,33.05,31.4,35.7,42.0,33.65,44.75,,28.53,36.45,36.75,38.25
2017-06-27,31.65,31.0,33.25,34.6,31.95,34.9,34.8,,30.65,28.1,28.2,32.95,31.35,35.75,41.65,33.2,44.5,46.0,28.6,36.7,36.7,38.3
2017-06-28,32.0,31.12,33.5,,32.15,35.2,34.95,27.75,30.85,28.1,28.25,33.53,31.4,,41.55,33.45,44.65,46.0,,36.85,36.85,
2017-06-29,32.65,31.3,33.5,35.0,32.35,35.1,34.95,27.8,30.65,28.15,28.26,34.25,31.75,35.65,41.55,33.75,44.6,45.85,,36.8,36.8,
2017-06-30,33.0,31.3,33.6,,32.5,35.1,34.95,27.7,30.75,28.2,28.3,34.5,31.75,,,,44.35,45.5,,36.65,36.7,38.3
2017-07-03,32.2,34.1,35.0,,35.85,35.5,27.95,28.5,31.15,28.4,28.35,32.6,36.4,41.45,41.55,44.85,,,29.5,36.8,37.1,
2017-07-04,32.15,34.2,35.25,,35.95,35.5,28.25,28.65,31.2,28.5,28.65,32.7,36.5,41.6,,45.35,46.0,29.3,,37.05,,
2017-07-05,32.06,34.2,,,36.0,35.4,28.35,,31.25,28.65,28.75,32.5,36.6,41.6,,45.25,45.95,,,37.1,37.1,
2017-07-06,32.55,34.55,35.25,,36.25,35.9,28.55,29.05,31.7,29.1,29.1,32.95,36.8,41.9,,45.1,46.1,,,37.3,37.4,
2017-07-07,32.9,34.65,,,36.35,35.8,28.75,,31.7,29.25,29.15,33.3,37.1,42.0,,45.2,46.4,,,37.5,37.55,38.75
2017-07-10,33.3,35.0,36.0,37.95,36.35,35.95,28.5,29.1,31.45,29.15,29.2,33.85,36.95,42.0,,45.25,46.75,,,37.3,37.5,
2017-07-11,32.85,34.7,,,35.95,35.6,28.6,,31.15,28.9,29.0,33.3,36.8,41.75,,45.15,,,,37.0,37.15,38.5
2017-07-12,33.1,34.6,35.7,,35.95,35.45,28.4,,31.25,29.05,29.0,33.3,36.65,41.4,,44.75,46.1,29.6,,37.0,37.0,38.55
2017-07-13,33.2,34.74,35.4,37.55,35.95,35.7,28.5,28.75,31.23,29.11,29.1,33.5,36.65,41.25,,,46.0,,29.85,37.05,36.75,38.35
2017-07-14,32.75,34.45,35.25,,35.9,35.6,28.3,28.45,31.28,29.05,29.1,33.05,36.25,40.75,,44.4,45.8,,,36.8,,
2017-07-17,32.4,34.35,35.55,,35.95,35.75,28.35,28.85,31.75,29.2,29.25,32.45,36.05,40.55,,44.45,46.0,29.7,,37.25,36.95,38.35
2017-07-18,32.1,34.0,35.1,,35.8,35.8,28.5,,31.75,29.4,29.4,32.0,35.85,40.35,,44.4,46.0,29.85,,37.3,,
2017-07-19,32.2,34.25,35.1,,35.75,35.85,28.65,29.2,31.65,29.4,29.3,32.2,36.0,40.2,,44.35,,29.8,30.25,37.25,36.9,38.45
2017-07-20,32.55,34.3,35.5,,35.7,35.85,28.7,,31.65,29.5,29.3,32.3,36.2,40.0,,44.1,46.05,30.15,,37.45,,
2017-07-21,32.5,34.2,35.25,37.5,35.5,35.6,28.65,,31.55,29.22,29.25,32.15,36.1,,,43.75,45.8,,30.45,37.4,,
2017-07-24,31.95,33.5,34.5,36.85,34.95,35.05,28.25,28.85,31.1,28.85,29.0,31.6,35.4,39.35,,43.15,45.25,,,36.9,36.6,38.3
2017-07-25,31.85,33.15,34.2,36.35,34.65,34.75,28.05,28.7,31.3,28.8,29.0,31.35,35.15,39.1,,42.9,45.35,,,36.95,36.4,38.15
2017-07-26,32.05,33.3,34.3,36.15,34.75,34.9,28.2,28.8,31.35,29.1,29.0,31.75,35.1,39.1,,43.05,45.4,29.85,,37.2,36.75,38.35
2017-07-27,31.55,32.9,34.0,36.0,34.65,34.8,28.1,,31.15,29.0,28.95,31.2,34.85,39.5,,43.25,45.25,,,37.1,36.7,
2017-07-28,31.3,32.9,33.95,36.22,34.7,34.9,,28.8,31.35,28.9,29.05,31.0,34.55,39.25,,43.05,45.0,29.9,,36.85,36.75,
2017-07-31,30.95,32.7,,36.2,34.8,34.95,28.5,29.25,31.35,29.2,29.3,30.65,34.35,39.25,,42.85,45.2,,,37.05,36.8,
2017-08-01,32.45,33.8,,,34.55,34.75,28.25,28.9,31.0,29.07,29.05,34.3,39.0,,,42.7,,,,36.95,36.85,
2017-08-02,32.55,33.8,,,34.75,34.8,28.2,28.75,31.2,29.05,29.0,34.5,39.2,,,43.05,45.15,,,36.85,36.75,
2017-08-03,32.8,33.9,,34.25,34.85,34.95,28.05,28.65,31.1,29.05,29.0,34.8,39.8,45.65,44.05,43.25,45.25,,,36.85,36.7,
2017-08-04,32.95,34.2,,,34.9,35.0,28.2,28.75,31.23,29.05,29.02,34.85,40.4,,,43.5,,,,36.95,,
2017-08-07,33.1,34.55,,,35.3,35.1,28.3,28.85,31.3,29.09,29.05,35.1,40.75,,,43.75,,,,37.05,,
2017-08-08,32.6,34.4,,,35.05,35.1,28.2,,31.2,28.9,28.9,34.6,40.25,,,43.55,45.5,,,36.75,36.7,38.3
2017-08-09,32.9,34.7,34.2,,35.5,35.5,28.4,,31.7,29.2,29.15,34.95,40.4,,,,45.5,,,37.2,36.9,38.35
2017-08-10,33.15,35.0,,34.95,35.8,35.9,28.7,29.25,31.8,29.4,29.35,35.15,40.75,,,44.5,46.05,30.15,,37.4,37.15,38.5
2017-08-11,33.35,35.25,37.45,35.15,36.15,36.35,28.65,,32.2,29.6,29.6,35.4,41.25,,,45.1,46.5,,,37.85,37.55,38.6
2017-08-14,33.65,35.75,38.4,35.7,36.65,36.6,29.3,,32.45,29.9,29.8,35.6,41.65,49.4,47.5,46.0,47.7,,,38.35,,
2017-08-15,33.3,35.5,,35.55,36.35,36.65,29.1,29.85,32.17,29.75,29.7,35.35,41.25,,,45.85,47.3,,,38.1,37.7,38.85
2017-08-16,33.8,35.8,38.6,35.95,37.2,36.85,29.35,,33.0,30.05,30.0,36.2,42.75,,,48.4,48.05,31.3,31.35,39.4,,38.95
2017-08-17,34.0,36.6,39.5,36.8,37.65,37.75,29.8,30.5,33.2,30.23,30.15,36.15,42.6,,,49.0,50.5,31.75,,39.75,38.65,39.2
2017-08-18,34.25,36.7,,36.7,37.5,37.7,29.75,30.5,33.13,30.05,30.1,36.4,42.8,,,48.8,50.1,,,40.1,,39.25
2017-08-21,34.0,36.1,39.0,36.75,37.15,37.4,29.6,30.15,32.75,29.8,29.75,35.9,42.1,,,48.0,50.0,,,39.3,38.5,
2017-08-22,34.05,35.85,39.0,36.25,37.1,37.55,29.55,30.0,32.95,29.9,29.8,36.0,41.6,50.85,,47.3,49.45,31.25,31.35,39.25,,
2017-08-23,34.45,36.25,39.5,36.75,37.6,37.9,29.75,,33.3,30.15,29.95,36.55,42.45,,,48.5,50.55,31.7,31.85,39.8,38.2,
2017-08-24,34.75,36.7,,37.35,37.85,38.05,30.0,,33.35,30.3,30.0,37.05,42.5,,,49.0,50.75,31.8,31.75,40.0,38.3,
2017-08-25,35.05,37.05,39.9,,38.05,38.5,30.15,30.65,33.65,30.45,30.1,37.45,43.1,,,49.5,51.5,,,40.3,38.3,
2017-08-28,35.39,37.6,,37.65,38.4,38.8,30.4,,33.75,30.6,30.3,37.85,43.9,,,50.1,,,,40.75,38.7,
2017-08-29,35.0,37.0,39.75,37.4,38.1,38.65,30.05,30.5,33.65,30.25,29.95,37.5,43.55,,,50.1,52.1,31.75,,40.45,38.4,
2017-08-30,35.2,37.1,40.05,37.3,38.1,38.7,30.25,30.65,33.55,30.25,30.0,37.3,44.13,,,50.25,52.3,,,40.3,38.7,39.4
2017-08-31,35.0,36.65,39.5,36.75,37.65,38.35,29.85,30.4,33.25,30.0,29.75,37.0,44.0,,,50.1,52.2,31.5,,40.15,38.4,
2017-09-01,36.8,39.75,36.95,,37.7,38.5,30.05,30.55,33.3,30.15,29.85,43.8,53.35,,,49.95,52.1,,31.75,40.3,38.4,
2017-09-04,36.65,39.75,36.9,,37.85,38.75,30.2,,33.65,30.3,30.0,44.05,53.2,,,50.0,52.3,31.9,31.9,40.35,38.5,39.4
2017-09-05,37.2,40.45,37.0,,38.4,39.4,30.9,31.1,34.4,30.95,30.45,44.75,53.6,,,50.55,,31.5,,41.15,39.0,
2017-09-06,37.15,40.65,37.6,,38.3,39.65,31.15,31.5,34.5,31.2,30.85,44.7,53.8,,,50.8,53.1,,,41.2,39.45,40.1
2017-09-07,37.0,40.45,37.45,,38.35,39.65,31.2,31.6,34.5,31.45,31.05,44.45,53.8,53.8,,50.65,53.15,32.9,,41.2,39.6,40.2
2017-09-08,37.65,41.1,37.9,,38.9,40.25,31.55,31.95,35.05,31.85,31.5,45.05,,54.8,,51.45,54.2,32.95,,41.55,39.6,40.3
2017-09-11,37.8,41.25,38.15,,38.9,40.45,31.65,32.0,35.15,32.15,31.65,45.05,54.25,,,51.45,54.4,,,41.8,40.15,41.0
2017-09-12,37.35,40.7,37.8,,38.6,40.15,31.4,32.0,35.05,31.85,31.6,44.35,54.0,,,51.1,54.15,33.15,33.0,41.4,39.9,
2017-09-13,38.1,41.5,38.6,,39.45,40.95,32.35,32.7,36.0,32.9,32.45,45.1,54.85,56.1,,52.25,55.2,33.7,33.0,42.15,40.55,
2017-09-14,38.55,42.3,39.65,,40.05,41.7,33.05,33.75,36.2,33.3,33.05,45.75,55.3,58.3,,52.9,56.35,34.3,,42.5,41.1,42.3
2017-09-15,38.45,41.85,39.3,,39.85,41.35,32.3,32.35,35.8,32.9,32.45,45.7,55.35,57.7,,52.9,55.95,,33.5,41.9,,41.7
2017-09-18,38.05,42.1,39.0,,39.7,41.0,32.05,32.4,35.4,32.5,32.25,46.5,56.5,58.25,,53.35,56.0,33.5,,41.85,40.0,
2017-09-19,38.1,43.75,40.65,,40.15,41.95,32.5,32.5,36.25,33.0,32.8,47.1,58.25,59.5,,54.65,58.0,34.1,33.75,42.7,40.45,
2017-09-20,37.15,42.6,39.2,,39.65,41.6,32.35,32.75,35.95,32.75,32.45,45.15,58.0,59.15,,54.1,57.05,34.1,33.5,42.4,40.1,
2017-09-21,36.5,41.8,38.7,,39.05,40.8,31.75,32.15,35.15,32.05,31.6,44.45,56.0,57.25,,52.5,55.8,,,41.7,39.65,
2017-09-22,36.85,41.3,38.7,,38.9,40.7,31.65,31.9,35.15,32.05,31.63,44.15,54.4,55.0,,51.75,54.75,,,41.25,39.2,40.8
2017-09-25,37.65,41.9,39.05,,39.6,41.6,33.0,33.3,36.45,33.6,33.4,45.85,55.75,,,52.6,55.6,33.7,33.5,42.2,40.25,41.5
2017-09-26,36.85,41.1,38.9,,38.8,41.1,32.5,33.0,35.95,33.05,32.8,44.15,53.8,55.1,,50.5,53.9,33.6,33.45,41.55,39.85,41.1
2017-09-27,36.4,40.62,38.35,,38.35,40.65,32.6,32.95,35.9,33.0,32.85,43.65,52.9,55.0,,50.5,53.5,33.6,33.5,41.4,39.75,41.1
2017-09-28,37.0,41.55,38.05,,39.1,40.5,32.55,32.6,35.45,32.55,32.35,48.0,56.9,57.75,,55.25,55.0,33.85,33.9,41.75,39.7,40.9
2017-09-29,36.15,40.5,39.1,,,40.7,32.15,32.1,34.65,32.45,32.4,49.5,58.0,58.35,,56.4,54.5,32.9,32.85,41.5,39.8,41.0
2017-10-02,40.6,38.1,41.9,42.0,39.3,31.55,31.75,35.9,34.75,32.0,32.0,59.5,58.5,,,55.5,,32.5,,41.2,39.2,
2017-10-03,40.95,38.65,42.15,,39.8,31.45,32.05,36.35,35.1,32.3,32.25,60.85,58.5,,,56.05,32.75,32.7,45.75,41.6,39.2,
2017-10-04,41.15,38.5,42.5,,40.2,32.1,32.45,36.55,35.25,32.48,32.4,61.4,59.2,,,56.1,33.1,33.0,45.9,42.0,39.2,40.5
2017-10-05,41.2,38.35,42.5,,40.45,32.15,32.5,36.7,35.45,32.55,32.45,64.95,63.0,,,57.65,33.2,33.15,46.0,42.45,39.25,
2017-10-06,40.7,38.2,42.5,,40.42,31.9,32.3,36.5,35.35,32.55,32.45,65.55,63.8,,,58.75,33.15,,,42.55,39.2,
2017-10-09,40.25,37.88,42.5,,40.35,31.7,32.1,36.5,35.15,32.5,32.3,66.95,63.5,,,58.7,33.05,32.7,45.8,42.4,39.05,40.2
2017-10-10,40.55,37.85,,,40.5,31.95,32.25,37.0,35.55,32.9,32.8,69.5,66.3,,,59.5,33.0,32.6,45.8,42.5,39.2,
2017-10-11,40.85,38.6,43.25,,41.05,32.2,32.7,37.4,35.7,33.15,33.25,72.25,71.7,,,60.5,33.35,33.35,45.95,43.15,39.55,40.75
2017-10-12,40.45,38.35,43.35,,41.1,32.15,32.5,37.45,35.9,33.3,33.45,70.2,68.5,67.0,,59.25,33.35,33.2,46.0,42.7,39.2,40.6
2017-10-13,40.6,38.55,43.8,,41.5,32.45,32.85,37.8,36.1,33.35,33.6,71.25,69.0,,,58.2,33.45,33.45,46.15,42.75,39.3,
2017-10-16,40.7,38.7,,,41.85,32.7,33.05,38.05,36.5,33.9,33.8,67.55,67.0,,,56.5,33.6,33.5,46.15,42.4,39.45,
2017-10-17,41.1,38.9,,,41.9,32.7,33.2,38.0,36.35,33.85,34.0,67.4,66.2,,,56.4,33.75,33.65,46.25,42.3,39.65,41.25
2017-10-18,41.55,39.45,45.2,44.4,42.35,32.95,33.4,38.35,36.9,34.25,34.9,68.25,66.55,,,56.85,33.95,33.7,,42.75,40.1,41.55
2017-10-19,40.85,39.0,,,41.65,32.7,33.1,38.15,36.2,34.02,34.8,62.3,62.0,,,54.5,33.65,33.7,46.25,41.85,39.4,41.45
2017-10-20,40.45,38.5,44.0,,40.9,32.2,32.6,,35.9,33.55,34.5,60.0,60.3,,55.0,52.5,33.3,,,41.3,39.3,41.2
2017-10-23,38.9,38.0,,,40.65,32.22,32.65,37.5,35.85,33.45,34.9,60.25,59.5,59.0,55.0,52.7,,,46.1,41.15,38.9,
2017-10-24,38.4,37.6,,,40.75,32.5,32.9,38.05,36.05,33.65,35.9,58.25,58.25,,55.0,52.6,33.6,33.4,46.1,41.4,39.15,42.0
2017-10-25,38.7,37.75,43.75,43.3,41.1,,33.3,38.4,36.35,34.1,36.2,58.7,59.1,,,53.5,34.1,33.6,,41.95,,
2017-10-26,39.08,38.0,43.7,43.8,41.15,32.8,33.35,38.15,36.3,34.2,36.3,60.75,60.75,,,53.7,34.0,33.5,46.8,41.8,39.25,
2017-10-27,39.9,38.0,44.15,44.15,41.7,32.9,33.4,38.55,36.75,34.95,36.8,64.3,63.25,,,54.85,33.8,33.75,46.75,42.15,40.0,
2017-10-30,40.8,37.5,,44.4,41.2,32.83,33.3,38.7,36.55,34.95,36.55,63.5,61.75,,,53.0,33.8,33.8,46.7,41.85,40.05,42.75
2017-10-31,41.3,38.15,44.45,44.5,41.8,32.95,33.5,38.5,36.85,35.15,36.75,65.25,62.75,,,53.9,33.9,33.8,46.9,42.1,40.1,
2017-11-01,38.5,44.6,,,41.95,33.2,33.6,39.25,37.05,35.6,37.2,62.75,,,,53.5,34.1,34.0,47.2,42.1,40.75,
2017-11-02,38.65,44.8,,37.0,41.9,33.4,33.8,39.4,37.1,35.7,37.55,61.75,,,,52.5,34.3,34.2,47.25,42.3,40.9,
2017-11-03,38.25,44.35,,,41.05,33.1,33.35,38.95,36.55,35.45,37.51,59.75,,,,51.6,34.0,33.7,47.0,41.55,40.6,
2017-11-06,39.45,,44.0,36.87,41.85,33.5,34.1,39.4,37.2,35.9,37.95,62.0,,,,52.35,34.4,34.3,47.3,42.0,40.85,42.8
2017-11-07,40.1,45.2,44.5,36.5,42.05,33.4,33.85,39.05,37.1,35.75,37.9,64.0,61.5,,43.0,53.1,34.3,34.25,46.95,42.0,40.8,
2017-11-08,40.45,,,,42.1,33.25,33.7,39.0,37.15,35.7,37.6,67.25,63.0,,,54.25,34.0,34.15,46.9,42.25,40.7,42.5
2017-11-09,40.35,45.9,44.7,36.6,42.15,33.1,33.35,38.95,36.85,35.45,37.45,68.25,65.0,55.6,,54.7,34.0,33.85,46.75,42.1,40.5,
2017-11-10,40.25,45.75,,36.5,42.25,33.15,33.25,38.95,37.0,35.2,36.94,66.0,,,,54.15,34.0,,46.95,42.05,40.2,
2017-11-13,39.95,46.2,,36.25,42.2,33.15,33.25,39.0,36.85,35.35,37.1,67.2,65.0,54.65,43.75,54.2,34.0,,46.85,41.95,,
2017-11-14,38.8,45.3,,35.65,41.3,32.8,33.15,38.7,36.4,35.15,36.8,62.1,63.5,55.25,42.4,53.6,33.75,33.5,46.7,41.7,40.45,
2017-11-15,38.45,44.85,43.6,,41.05,32.5,32.7,38.45,36.3,35.3,37.25,63.0,63.9,,,54.1,33.65,33.2,46.35,41.7,40.5,
2017-11-16,37.85,44.7,43.5,,40.8,32.55,32.7,38.0,35.9,35.5,37.15,62.4,,,,54.0,33.5,33.25,46.45,41.65,40.35,
2017-11-17,36.9,44.1,42.75,34.75,40.25,32.25,32.75,37.85,35.75,35.2,37.05,58.5,62.6,55.1,,52.75,33.45,33.25,46.25,41.6,40.4,
2017-11-20,37.45,44.4,42.4,34.6,40.5,32.5,32.85,38.05,36.04,34.7,35.65,59.25,,55.25,,53.1,33.65,33.25,46.4,41.55,39.9,
2017-11-21,38.2,44.2,43.0,35.05,40.6,32.5,32.8,38.1,35.85,34.95,35.95,60.25,62.8,55.5,42.25,53.25,33.55,33.25,46.6,41.55,,41.25
2017-11-22,38.65,44.05,42.75,35.0,40.4,32.3,32.65,37.8,35.7,34.87,35.7,62.8,62.55,55.85,42.25,53.85,33.55,33.2,46.5,41.7,40.05,
2017-11-23,39.3,44.2,,35.2,41.0,32.75,32.9,38.1,36.3,35.2,36.1,64.25,64.0,57.0,43.0,54.5,33.85,33.4,46.6,42.3,40.25,
2017-11-24,39.85,44.75,44.25,36.25,41.85,33.0,33.1,38.7,36.65,35.6,36.55,63.3,64.1,,43.75,55.5,34.1,33.5,,42.7,40.6,
2017-11-27,,45.1,44.8,36.5,42.0,32.95,33.05,39.0,36.65,35.55,36.25,,65.0,59.0,,55.85,34.05,33.45,47.4,42.6,,
2017-11-28,39.15,44.65,,,41.55,32.8,32.8,38.85,36.35,35.2,35.85,60.85,64.85,,,55.65,34.0,33.3,47.25,42.45,40.4,40.85
2017-11-29,38.7,45.05,44.3,,42.1,32.95,33.05,38.85,36.75,35.2,35.65,61.5,65.25,,,56.15,34.1,33.3,47.35,42.75,,
2017-11-30,37.9,44.8,44.7,36.3,41.75,32.95,32.95,38.6,36.45,34.85,35.4,60.5,65.5,,44.0,56.5,34.1,33.35,47.55,42.7,40.3,
2017-12-01,45.6,44.6,36.55,,42.1,33.25,33.15,38.7,36.95,35.2,35.55,,60.25,,,57.3,34.3,33.4,47.5,43.2,40.7,
2017-12-04,38.7,45.45,37.15,,42.75,33.65,33.5,39.1,37.1,35.35,35.6,67.0,62.4,,,58.65,34.9,33.85,48.0,43.6,40.8,
2017-12-05,45.5,45.5,37.2,35.0,42.6,33.5,33.25,38.65,36.94,34.95,35.2,65.5,61.1,46.35,,57.75,34.6,33.5,47.65,43.4,,
2017-12-06,44.75,44.8,37.0,34.5,42.1,33.2,33.15,38.25,36.8,34.95,35.15,63.75,60.65,46.25,,57.1,34.15,33.3,47.2,42.9,40.3,
2017-12-07,44.45,44.75,37.0,34.7,42.0,33.35,33.25,38.7,36.9,35.15,34.95,64.13,,46.25,,56.95,34.4,33.35,,43.0,40.3,
2017-12-08,43.85,44.5,37.2,,41.8,33.65,33.65,39.05,37.05,35.3,35.4,63.5,61.5,,,57.15,34.65,33.65,47.7,43.3,40.7,
2017-12-11,43.85,44.5,37.85,,42.0,33.95,34.0,39.25,37.55,35.7,35.85,63.25,61.75,,,56.7,35.0,34.1,47.95,43.5,40.95,
2017-12-12,44.35,45.8,38.6,35.0,42.8,34.55,34.4,39.95,37.92,35.9,36.2,64.0,,47.95,,57.5,35.6,34.45,48.55,44.1,41.35,
2017-12-13,43.75,45.6,38.3,34.75,42.3,34.4,34.5,39.65,37.65,35.7,35.85,62.3,,46.2,,55.85,35.5,34.7,48.55,43.6,41.1,
2017-12-14,43.75,45.12,38.15,34.85,42.35,34.5,34.55,39.65,37.8,35.9,35.85,62.6,61.15,45.25,,56.25,35.85,34.5,48.5,43.8,41.0,
2017-12-15,44.15,45.5,38.45,35.35,42.7,35.05,34.95,40.15,38.15,36.2,36.25,63.15,61.7,46.05,,56.75,36.05,35.05,49.1,44.15,41.6,41.25
2017-12-18,42.8,45.2,38.2,35.4,41.85,35.15,35.15,40.25,37.97,36.45,36.5,60.75,60.4,,,55.0,36.2,35.3,49.0,43.9,41.7,41.25
2017-12-19,42.25,44.5,37.75,,41.53,34.9,34.85,39.85,37.8,36.35,36.5,59.6,58.65,44.9,,54.45,35.95,35.05,48.9,43.5,41.55,41.2
2017-12-20,42.61,44.6,38.1,35.9,41.65,35.3,35.1,40.15,37.95,36.7,36.8,59.9,58.9,45.2,,54.6,36.55,35.5,49.45,44.0,,41.5
2017-12-21,42.3,44.4,38.15,36.0,41.4,35.05,35.0,40.1,37.85,36.5,36.7,59.15,59.0,45.65,,54.6,36.6,35.5,49.9,44.05,41.95,41.6
2017-12-22,42.2,44.5,38.05,36.2,41.5,35.0,35.05,40.1,37.85,36.8,36.75,59.5,58.55,45.85,,54.4,36.6,35.4,,44.1,,
2017-12-27,40.7,44.25,37.85,,40.85,34.9,,40.15,37.7,36.65,36.7,58.5,,,,,,,,,,
2017-12-28,40.05,44.2,38.1,,40.65,34.9,34.95,40.1,37.75,36.9,36.8,57.7,58.0,45.75,,53.75,36.5,35.35,49.95,44.0,,
2017-12-29,40.55,44.4,,36.25,41.0,35.0,35.05,40.4,37.9,37.0,37.2,57.75,58.35,,,,36.45,35.5,50.3,44.0,41.85,
2018-01-02,43.0,37.15,35.8,33.0,34.2,34.85,40.15,40.75,36.7,36.95,37.2,55.5,45.0,,,35.7,35.35,50.0,,41.75,,
2018-01-03,42.4,37.2,35.75,,34.3,34.8,40.05,,36.75,37.0,37.3,54.65,44.45,,,35.5,35.25,,,41.7,,41.05
2018-01-04,41.5,36.8,,,34.05,34.85,39.6,40.7,36.4,36.85,37.15,52.25,43.55,,,35.2,35.15,49.6,51.5,41.5,41.25,
2018-01-05,41.0,36.7,35.65,31.5,34.1,34.65,39.55,,36.35,36.9,,51.0,42.4,,,35.2,35.2,49.25,,41.55,41.2,
2018-01-08,40.75,36.5,35.35,31.9,34.2,34.7,39.45,40.25,35.95,35.9,36.5,50.5,42.0,,,35.25,,48.6,,41.4,,40.9
2018-01-09,41.0,36.65,,,34.35,34.85,39.7,40.3,36.15,36.05,36.8,50.5,42.45,39.0,32.5,35.35,35.2,48.7,,41.25,41.0,
2018-01-10,40.9,36.65,35.4,,34.3,34.85,39.7,40.2,35.8,35.6,36.4,50.4,42.1,,,35.1,35.25,48.6,,41.1,40.95,
2018-01-11,40.95,36.55,35.55,,34.35,34.85,39.55,39.8,35.5,34.75,35.7,50.3,42.1,,,35.35,35.25,48.8,,40.75,40.5,
2018-01-12,41.75,36.75,35.6,32.15,34.5,34.9,39.7,,35.35,34.7,,51.7,42.55,39.0,,35.55,35.45,49.1,,41.0,40.0,
2018-01-15,40.95,36.25,35.1,31.8,34.0,34.55,39.1,39.4,35.1,34.25,34.6,48.9,41.7,38.25,,35.0,35.0,48.8,,40.35,39.7,
2018-01-16,41.2,36.3,35.25,31.85,33.85,34.55,39.0,39.45,35.1,34.35,34.65,49.6,41.6,,,35.1,35.05,48.75,,40.45,39.8,
2018-01-17,40.6,35.8,34.95,31.45,33.45,34.35,38.7,,34.85,34.15,34.6,48.75,41.0,37.45,,34.45,34.65,48.25,,40.15,,
2018-01-18,40.2,35.45,34.5,31.0,33.48,34.25,38.8,,35.12,34.3,34.55,47.7,40.85,37.35,,34.51,34.45,48.2,,40.2,39.4,
2018-01-19,40.15,35.5,34.2,,33.5,34.4,39.2,39.6,35.35,35.0,35.3,47.85,41.0,36.95,,34.45,34.8,48.4,,40.4,39.75,
2018-01-22,40.65,36.05,35.0,31.4,33.65,34.55,39.2,,35.55,34.65,35.3,49.0,41.5,37.5,,34.7,34.85,48.95,,40.5,39.6,
2018-01-23,40.05,35.45,34.45,31.25,33.35,34.25,39.05,39.75,35.43,34.7,35.1,49.05,40.75,36.85,,34.3,34.55,48.9,,40.45,39.6,
2018-01-24,39.45,35.1,34.05,30.7,33.0,34.0,38.95,,35.35,34.75,35.2,47.6,40.05,36.35,,33.65,34.1,,,40.45,,
2018-01-25,38.75,34.55,33.85,,32.7,34.5,39.0,39.35,35.3,34.7,35.15,46.8,39.05,36.15,,33.5,34.1,48.7,,40.3,39.4,
2018-01-26,39.4,34.65,33.8,,32.9,34.05,38.95,,35.45,34.75,35.15,48.0,39.15,36.35,,33.75,34.25,,50.7,40.4,,
2018-01-29,39.05,34.05,33.2,30.25,32.5,33.6,38.7,,35.15,34.6,35.15,48.0,38.35,35.75,,33.15,34.05,48.3,,,39.3,
2018-01-30,39.2,33.8,33.0,29.95,32.2,33.45,38.6,38.75,34.9,34.25,34.55,48.0,38.1,35.85,,33.15,33.5,47.8,,39.5,39.15,40.0
2018-01-31,39.9,34.75,33.35,30.3,32.55,33.55,38.45,38.45,34.35,33.98,34.3,48.75,39.7,,,33.0,33.95,48.15,,39.75,,
2018-02-01,35.7,33.7,30.45,33.5,32.4,33.35,38.5,38.5,34.05,33.75,34.05,41.8,36.65,,,33.6,34.1,48.3,49.8,39.4,38.95,
2018-02-02,35.85,33.7,30.4,,32.4,33.4,38.35,38.4,34.0,33.6,33.75,42.5,37.05,,,33.3,33.75,48.1,,39.15,38.95,
2018-02-05,35.4,33.05,29.95,33.0,32.1,33.2,38.0,,33.85,33.3,33.4,41.6,36.45,,,33.05,33.6,47.7,,38.75,,
2018-02-06,35.68,32.95,29.75,32.9,31.8,32.85,37.7,,33.25,33.18,33.1,42.7,36.65,,,33.0,33.35,47.65,49.0,38.9,38.8,39.0
2018-02-07,36.15,33.3,29.9,,31.9,33.15,37.75,37.65,33.55,33.4,33.55,43.4,37.0,,,33.25,33.45,47.85,49.05,39.1,39.0,
2018-02-08,35.6,32.9,29.3,32.6,31.45,32.65,37.4,,33.15,32.95,33.2,42.25,36.6,,,32.6,33.2,47.5,49.0,38.8,,
2018-02-09,35.6,32.5,29.1,32.35,31.2,32.25,37.0,37.25,32.75,32.7,32.9,42.6,36.4,28.6,,32.5,32.9,,,38.65,38.75,39.0
2018-02-12,35.65,32.6,28.75,32.45,31.6,32.6,37.0,,33.3,32.8,32.85,42.0,36.6,,,32.6,32.9,47.0,,38.95,38.55,
2018-02-13,36.55,33.35,29.75,32.9,32.2,33.0,37.9,37.9,33.9,33.55,33.7,43.6,37.1,29.5,,33.15,33.6,47.7,49.5,39.45,,39.3
2018-02-14,35.95,33.12,29.85,33.05,31.95,33.1,38.05,38.2,33.95,33.8,34.15,42.5,37.0,,,33.15,33.6,47.75,49.5,39.45,,39.5
2018-02-15,35.55,32.71,29.75,32.85,31.65,32.8,37.7,37.9,33.6,33.65,34.05,41.65,36.4,,,32.75,33.25,47.7,49.5,39.2,,
