date,TRDEBMc1,TRDEBMc2,TRDEBMc3,TRDEBMc4,TRDEBQc1,TRDEBQc2,TRDEBQc3,TRDEBQc4,TRDEBYc1,TRDEBYc2,TRDEBYc3,TRFRBMc1,TRFRBMc2,TRFRBMc3,TRFRBMc4,TRFRBQc1,TRFRBQc2,TRFRBQc3,TRFRBQc4,TRFRBYc1,TRFRBYc2,TRFRBYc3
2015-01-02,,32.78,,,30.4,32.2,34.7,35.0,32.35,,,,,,,,,,,40.0,,
2015-01-05,35.4,32.25,31.3,,30.1,31.35,34.2,34.5,31.85,31.6,31.6,46.7,40.65,,,31.3,31.45,45.0,47.1,39.3,,
2015-01-06,34.7,31.65,,,29.85,30.9,33.7,34.1,31.4,30.9,30.8,44.85,39.75,35.25,,30.8,30.8,43.85,46.25,38.3,39.15,
2015-01-07,34.4,31.8,30.95,,30.05,31.15,33.9,34.3,31.7,31.0,30.8,44.75,39.5,35.7,,31.15,31.1,44.0,,38.35,39.0,
2015-01-08,33.95,31.45,31.28,,30.05,31.05,34.0,34.3,31.7,31.1,30.75,44.35,39.7,35.5,,31.3,31.15,44.05,46.0,38.15,,
2015-01-09,34.25,31.5,31.15,,30.1,31.15,34.0,34.4,31.6,31.15,30.95,44.45,39.75,35.7,,31.4,31.25,44.0,45.75,38.25,,
2015-01-12,34.75,31.55,30.85,,29.85,30.9,33.7,34.15,31.55,30.9,30.75,43.6,39.35,35.5,,,30.93,43.5,45.4,37.85,38.55,
2015-01-13,35.45,32.0,31.1,,30.3,31.35,34.25,34.55,32.2,31.35,31.1,45.2,40.2,,,31.5,,43.7,45.65,38.25,,
2015-01-14,35.05,31.9,31.15,,30.1,31.15,34.15,34.5,31.9,31.2,,45.25,40.75,,,31.7,31.2,43.7,45.55,38.05,38.7,
2015-01-15,34.95,31.4,31.0,28.6,29.95,30.95,34.0,34.4,31.7,31.1,30.95,44.8,40.6,36.05,,31.4,31.0,43.5,45.5,38.0,38.5,
2015-01-16,33.55,30.95,30.5,28.45,29.7,30.85,33.75,34.15,31.65,30.95,30.65,42.75,39.8,35.5,,31.15,30.7,43.1,45.1,37.55,,
2015-01-19,32.3,30.65,30.3,,29.6,30.8,33.8,34.05,31.55,30.95,30.7,40.7,38.7,35.1,,30.75,30.65,42.8,45.0,37.55,,
2015-01-20,32.6,30.9,30.15,28.25,29.65,30.95,33.85,34.4,31.75,31.1,30.85,40.5,38.85,35.2,,30.9,30.7,42.9,45.1,37.65,,
2015-01-21,32.7,30.7,30.3,,29.83,31.05,34.1,,32.0,31.4,31.0,41.1,39.0,35.25,,31.1,30.85,43.05,45.05,37.7,,
2015-01-22,33.0,30.8,30.25,28.85,29.75,30.95,33.85,34.2,31.65,31.1,30.8,41.0,38.6,35.0,,30.95,30.8,42.85,44.8,37.55,38.05,
2015-01-23,33.35,31.0,,,29.75,31.0,33.95,,31.65,31.2,30.85,42.0,38.7,35.25,,31.0,30.8,42.9,44.95,37.5,37.75,
2015-01-26,33.5,30.8,30.0,28.5,29.6,30.8,33.85,34.1,31.7,31.15,30.7,43.0,38.7,35.05,,30.95,30.6,42.9,44.75,37.5,37.8,
2015-01-27,33.5,30.65,30.0,28.55,29.6,30.75,33.8,,31.7,31.15,30.8,43.35,38.8,35.0,28.5,31.15,30.75,43.1,,37.6,37.85,
2015-01-28,34.5,31.2,30.4,,30.0,31.15,34.25,,32.15,31.5,30.9,44.75,39.5,36.0,28.6,31.65,31.15,43.45,45.5,38.0,38.2,38.7
2015-01-29,36.0,32.0,30.75,28.85,30.25,31.5,34.5,,32.25,31.55,31.15,48.5,42.0,,,32.0,31.4,44.5,,38.3,38.35,
2015-01-30,35.3,31.8,30.7,29.0,30.1,31.45,34.35,34.6,32.15,31.5,31.15,49.0,40.75,36.15,29.0,31.9,31.5,44.0,46.0,38.1,38.3,
2015-02-02,31.8,30.75,29.23,30.8,30.3,31.45,34.6,35.0,32.5,31.8,31.2,40.5,36.2,28.88,,32.1,31.5,44.95,46.5,38.6,38.65,39.6
2015-02-03,31.45,30.5,29.35,,30.3,31.5,34.65,,32.45,31.75,31.3,39.5,35.8,,,32.0,31.5,44.85,46.25,38.35,,
2015-02-04,31.4,30.25,,30.5,30.0,31.3,34.35,34.75,32.2,31.55,31.15,39.0,35.3,,,31.75,31.45,44.85,46.4,38.3,38.65,
2015-02-05,32.0,30.8,,30.9,30.65,31.8,34.9,35.02,32.7,31.95,31.25,40.75,36.15,,,32.5,31.8,45.75,,39.3,,39.05
2015-02-06,31.75,30.7,29.8,31.0,30.4,31.7,34.8,,32.59,31.8,31.5,40.6,36.25,,,32.4,,46.3,,39.4,39.6,
2015-02-09,31.9,30.5,29.75,30.85,30.7,31.75,34.8,35.25,32.85,31.8,31.4,40.5,35.85,29.8,,32.4,32.1,46.5,48.0,39.6,,
2015-02-10,31.75,30.75,,,30.6,32.0,35.35,35.8,32.6,31.9,31.75,41.9,37.05,,,33.75,32.55,47.75,49.25,39.9,40.25,
2015-02-11,32.2,31.1,,,31.05,32.15,35.3,35.8,32.95,32.1,31.8,43.6,37.7,,,34.05,33.15,48.5,49.4,40.35,40.45,
2015-02-12,32.8,31.65,31.0,31.45,31.75,32.75,36.05,36.45,33.35,32.4,31.95,46.0,39.0,32.0,,34.65,33.85,49.95,50.25,41.15,40.8,41.0
2015-02-13,33.0,32.0,31.35,32.25,32.25,33.3,36.6,36.47,33.7,32.75,32.3,45.4,39.1,32.0,33.05,34.85,33.65,49.7,51.0,41.5,41.05,
2015-02-16,32.25,32.2,31.75,32.8,31.95,33.25,36.55,,33.8,32.95,32.4,43.25,38.75,32.25,33.25,34.7,33.6,49.7,,41.65,41.45,
2015-02-17,32.0,31.7,31.4,,31.7,32.95,36.25,36.65,33.35,32.5,32.0,42.25,38.35,,,34.0,33.2,48.8,,40.6,40.35,
2015-02-18,31.6,31.45,30.75,31.7,31.25,32.45,35.85,36.35,32.95,32.2,31.8,42.35,38.05,31.25,,33.5,32.95,48.55,,40.1,40.5,
2015-02-19,31.45,30.95,30.2,,30.9,33.3,35.45,35.8,32.65,31.7,31.25,41.8,37.55,,,33.3,32.55,47.6,49.0,39.55,39.2,
2015-02-20,32.3,31.25,30.3,31.7,31.15,32.3,35.5,,32.8,31.8,32.0,42.85,38.25,,,33.85,33.0,47.8,,39.55,39.35,
2015-02-23,32.1,31.15,30.35,31.75,31.1,32.55,35.65,35.6,32.9,32.05,31.3,41.85,38.0,,,33.65,32.85,47.5,,39.8,39.35,39.25
2015-02-24,32.35,31.45,30.6,31.8,31.15,32.35,35.6,36.05,32.7,31.85,31.65,42.5,38.25,,,34.0,32.9,47.95,,39.75,39.25,39.4
2015-02-25,33.2,31.95,31.0,32.15,31.75,32.85,35.9,36.25,33.0,32.0,,45.1,39.3,,33.15,35.05,33.6,48.55,,40.0,39.4,39.3
2015-02-26,33.1,32.0,30.8,32.0,31.6,32.6,35.7,36.05,32.75,31.65,31.3,45.75,40.4,32.4,33.55,35.1,33.6,48.6,49.8,40.0,,39.25
2015-02-27,32.65,31.8,30.6,32.2,31.65,32.65,35.9,36.2,33.1,32.0,31.4,44.1,39.5,32.0,33.2,34.95,33.55,48.45,,40.0,,39.1
2015-03-02,31.2,30.15,31.85,,31.05,32.3,35.65,35.9,33.05,31.85,31.3,38.25,31.4,,,34.1,33.0,48.2,,39.75,38.9,39.25
2015-03-03,30.7,30.0,31.8,,30.85,32.2,35.5,35.9,32.65,31.75,31.2,37.35,30.8,,,33.45,32.7,47.8,,39.6,,
2015-03-04,30.5,29.65,31.7,,30.6,32.05,35.5,35.9,32.65,31.65,31.35,36.6,31.0,32.5,,33.35,32.55,47.4,49.0,39.45,,
2015-03-05,30.5,29.6,31.65,32.0,30.65,31.95,35.2,35.75,32.15,31.5,31.15,36.25,30.6,31.7,,32.75,32.05,46.45,,38.95,38.55,
2015-03-06,30.5,29.45,31.45,,30.4,31.8,35.0,,32.25,31.35,30.85,36.65,,31.7,,32.75,32.0,46.2,,38.7,38.3,
2015-03-09,30.95,29.65,31.75,32.03,30.75,31.9,35.1,35.25,32.2,31.2,30.85,37.5,,,,33.1,,46.15,,38.75,,38.8
2015-03-10,30.8,29.5,31.5,31.8,30.7,31.8,34.95,35.05,32.15,31.15,30.7,38.5,30.85,31.8,,33.4,32.0,45.95,,38.65,38.0,
2015-03-11,31.0,29.75,,32.0,30.9,32.15,35.15,35.4,32.35,31.35,30.95,39.14,31.2,,,34.1,32.55,46.65,,39.0,38.3,38.65
2015-03-12,30.65,29.45,31.65,32.0,30.6,31.75,34.9,35.3,32.0,31.05,30.75,38.0,30.75,31.8,,33.45,32.3,45.9,,38.75,,
2015-03-13,30.45,29.5,31.65,,30.5,31.75,34.95,35.1,32.1,31.2,30.75,37.55,30.55,31.65,,33.25,32.15,46.1,,38.8,37.9,38.5
2015-03-16,30.4,29.3,31.6,,30.45,31.7,34.7,,31.9,31.0,30.8,37.6,30.4,,,,32.55,45.75,47.15,38.75,37.85,38.2
2015-03-17,30.5,29.15,31.45,31.55,30.4,31.6,34.7,35.1,32.05,31.0,30.75,37.7,30.4,31.65,,33.1,32.05,45.5,47.05,38.45,37.9,38.1
2015-03-18,30.7,29.15,31.55,,30.45,31.8,35.0,35.2,32.3,31.25,30.8,38.2,30.75,31.7,,33.65,32.2,45.7,,38.6,38.0,
2015-03-19,30.4,28.85,31.4,,30.25,31.7,35.0,35.3,32.16,31.25,30.85,38.2,30.6,,,33.5,32.15,45.65,,38.6,38.05,
2015-03-20,30.5,28.85,31.3,,30.15,31.55,35.0,34.9,32.25,31.65,31.3,38.8,30.75,31.7,,33.65,32.15,45.75,47.3,38.7,38.15,38.25
2015-03-23,30.05,28.75,31.3,31.58,30.05,31.55,34.9,35.2,32.3,31.9,31.65,39.2,30.8,31.6,,33.9,32.4,45.5,,38.75,38.4,
2015-03-24,30.05,28.75,31.35,31.7,30.05,31.5,34.9,35.2,32.15,31.8,31.45,40.5,31.35,31.85,,34.4,32.3,45.85,47.4,38.7,,
2015-03-25,30.05,28.75,31.3,,30.1,31.5,34.9,,32.05,31.65,31.3,40.1,31.1,31.7,,34.5,32.25,45.9,,38.6,38.25,38.3
2015-03-26,30.65,29.15,31.5,,30.4,31.7,34.9,35.2,32.34,31.7,31.4,40.75,31.35,31.9,,34.5,,46.1,,38.8,38.35,38.45
2015-03-27,31.1,29.2,31.55,31.7,30.6,31.85,35.1,35.3,32.3,31.7,31.5,41.3,31.7,32.0,,,32.65,46.5,,38.9,,
2015-03-30,31.25,29.3,31.65,,30.6,31.85,35.0,,32.3,31.75,31.46,42.9,32.4,32.3,,36.0,32.75,46.35,47.5,39.05,38.65,
2015-03-31,31.25,29.2,31.45,,30.65,31.7,34.9,35.15,32.25,31.6,31.3,42.7,32.2,32.0,,,32.5,45.95,,38.9,38.3,
2015-04-01,29.2,31.35,31.52,29.25,31.6,34.9,35.15,,32.2,31.7,31.3,31.85,31.75,,,,45.7,47.4,,38.8,38.25,
2015-04-02,29.1,31.2,,,31.46,34.9,,,32.05,31.55,31.2,31.8,31.6,,,32.25,45.75,47.4,31.75,38.75,,
2015-04-07,28.8,30.8,31.1,29.0,31.2,34.6,34.85,29.0,31.85,31.4,31.0,31.35,31.45,,,32.2,45.5,,31.7,38.7,38.25,38.2
2015-04-08,28.95,30.95,31.15,,31.2,34.55,34.85,,31.85,31.35,,31.5,31.55,,,32.3,45.65,47.85,,38.7,38.4,
2015-04-09,28.9,31.05,31.25,29.1,31.25,34.7,,,31.95,31.35,31.15,32.1,31.8,,,32.5,46.0,47.95,,38.95,,
2015-04-10,29.0,31.05,31.1,,31.15,34.65,,,31.9,31.45,,32.55,31.85,,,32.55,45.85,48.0,,39.1,,
2015-04-13,28.8,30.95,31.15,,31.08,34.65,34.85,,31.9,31.35,31.1,33.6,32.7,,,33.5,46.35,48.25,31.75,39.45,38.75,
2015-04-14,28.6,30.85,30.7,28.8,30.85,34.65,34.95,29.15,31.76,31.35,31.05,32.75,32.2,,,33.45,46.4,48.25,,39.25,,
2015-04-15,28.6,30.95,30.8,,31.0,34.7,,29.0,32.0,31.5,31.2,33.1,32.5,,,33.55,46.3,48.05,,39.35,38.6,
2015-04-16,28.45,30.9,30.75,29.0,31.0,34.75,35.1,,32.05,31.7,31.4,32.75,32.3,,,33.25,46.35,48.1,,39.3,38.5,38.5
2015-04-17,28.25,30.7,30.35,,30.65,34.55,34.95,,31.9,31.7,31.45,31.85,31.6,31.5,,32.6,45.65,47.8,,39.1,38.55,
2015-04-20,28.2,30.7,30.3,,30.75,34.6,34.95,29.15,32.0,31.87,31.71,31.3,31.3,30.85,28.5,32.45,45.6,47.55,,39.2,38.6,
2015-04-21,28.15,30.7,30.35,28.75,30.89,34.6,34.95,29.15,32.05,31.97,31.8,31.05,31.0,30.75,28.0,32.2,45.65,47.5,,39.3,38.9,
2015-04-22,28.0,30.58,30.1,28.75,30.7,34.6,34.95,29.2,31.95,31.8,31.65,30.05,30.5,30.25,27.65,31.8,45.45,47.45,32.05,39.2,,
2015-04-23,28.1,30.45,30.0,28.65,30.6,34.7,35.0,,32.0,31.85,31.65,30.0,30.5,29.65,27.75,31.7,45.6,,,39.25,38.85,39.2
2015-04-24,28.1,30.65,30.25,28.8,30.77,34.8,35.1,,32.14,32.05,31.82,30.1,30.75,,,31.9,45.8,,,39.35,39.15,39.25
2015-04-27,27.78,30.35,30.15,29.0,30.6,34.65,35.15,,32.1,32.02,31.85,29.3,30.35,29.45,27.45,31.4,45.35,,32.25,39.1,39.15,
2015-04-28,27.9,30.35,29.95,28.55,30.5,34.55,,,32.05,31.95,31.85,28.55,30.3,29.15,27.0,31.2,45.45,,,39.0,,
2015-04-29,27.75,30.35,29.9,28.6,30.5,34.65,35.0,,32.1,32.05,31.85,28.45,30.35,,26.9,31.1,45.45,47.4,,39.1,38.85,39.25
2015-04-30,27.9,30.4,30.0,,30.55,34.6,35.05,,32.0,32.0,31.9,28.25,29.9,28.9,,30.85,45.35,47.5,,39.0,38.9,
2015-05-01,,,,,,,,,32.0,,31.85,29.8,,,,30.65,,,,38.95,,
2015-05-04,30.15,29.75,,,30.3,34.55,35.0,,32.0,32.0,31.95,29.5,28.6,,36.75,30.35,45.0,,31.7,38.85,,
2015-05-05,29.75,29.55,28.15,32.8,30.2,34.45,34.95,,31.95,32.0,31.95,29.35,28.6,26.0,,30.35,45.2,47.4,31.8,39.05,38.9,39.0
2015-05-06,29.55,29.6,28.05,32.7,30.05,34.35,34.85,,31.81,31.9,31.85,29.25,28.45,25.65,36.6,30.16,44.9,47.3,31.85,38.8,38.95,38.95
2015-05-07,29.45,29.4,27.65,32.5,29.8,33.95,34.4,28.85,31.55,31.65,31.65,29.1,27.95,25.25,36.45,29.85,44.85,47.0,31.8,38.65,38.75,38.95
2015-05-08,29.65,29.5,27.7,32.6,29.9,34.0,34.48,29.2,31.6,31.75,31.75,29.6,28.25,25.6,36.5,29.95,44.95,47.05,,38.75,38.8,
2015-05-11,29.8,29.5,27.65,32.65,29.9,34.2,34.45,28.8,31.7,31.95,31.9,29.15,27.75,25.2,36.5,30.0,45.1,47.4,32.0,38.9,38.9,38.85
2015-05-12,29.5,29.35,27.5,32.65,29.8,34.05,34.6,28.85,31.6,31.9,31.8,28.5,27.5,25.05,,29.65,45.1,47.4,,38.75,38.7,
2015-05-13,29.7,29.45,27.55,32.9,30.05,34.3,34.75,,31.75,31.95,31.85,28.9,27.8,25.2,36.55,29.85,45.25,47.6,32.0,38.95,,38.9
2015-05-14,29.75,,,32.9,30.05,34.25,,,31.65,,,,,,,29.9,45.1,,,,,
2015-05-15,30.2,29.75,27.85,33.0,30.25,34.32,34.75,28.85,31.7,31.95,,29.2,,,,30.0,45.35,,32.1,39.0,38.75,
2015-05-18,29.75,29.55,27.65,32.85,30.05,34.2,34.63,,31.65,31.85,31.8,28.8,27.75,25.25,36.6,29.8,45.1,47.4,,38.85,38.7,
2015-05-19,29.7,29.5,27.65,33.0,29.95,33.95,34.45,,31.5,31.55,31.5,28.7,27.7,25.2,36.3,29.75,45.0,47.2,31.75,38.75,38.6,38.75
2015-05-20,29.05,29.1,27.3,32.5,29.75,33.9,34.3,,31.35,31.35,31.45,28.55,27.6,24.8,35.75,29.4,44.6,46.9,31.7,38.4,38.3,38.55
2015-05-21,28.6,28.55,26.9,32.35,29.3,33.75,34.05,28.35,31.24,31.3,31.15,28.05,27.35,24.7,35.3,29.1,44.3,46.65,31.45,38.2,38.25,38.4
2015-05-22,28.7,28.65,27.0,32.2,29.25,33.65,34.0,28.4,31.3,31.35,31.15,28.15,27.35,24.7,35.35,29.1,44.2,,,38.2,38.2,38.3
2015-05-25,28.7,,,,,,,,,,,,,,,,,,,,,
2015-05-26,28.5,28.7,27.0,32.45,29.4,33.75,,,31.3,31.45,31.3,28.1,27.5,24.85,35.45,29.2,44.15,,,38.25,,38.25
2015-05-27,28.65,28.75,27.0,32.4,29.45,33.9,34.15,28.25,31.33,31.45,31.2,28.25,27.4,24.8,35.5,29.4,44.15,46.55,31.5,38.3,,38.2
2015-05-28,28.45,28.75,27.0,32.7,29.5,33.9,34.3,,31.4,31.55,31.35,28.7,28.1,25.05,35.9,29.65,44.3,46.7,31.5,38.4,38.15,38.3
2015-05-29,28.75,29.1,27.2,33.0,29.65,34.05,34.45,,31.55,31.7,31.35,29.2,27.4,25.4,36.1,30.0,44.5,46.7,,38.5,38.4,
2015-06-01,29.0,27.1,33.05,,29.7,34.0,,,31.5,31.65,31.45,29.25,25.35,36.15,,30.05,44.45,,,38.4,,
2015-06-02,29.15,27.2,33.25,,29.8,34.3,34.65,,31.7,31.8,31.65,29.4,26.0,36.3,,30.5,44.7,47.0,31.85,38.6,38.4,38.45
2015-06-03,28.85,26.95,33.0,,29.6,34.1,34.55,,31.6,31.75,31.65,28.9,25.75,36.1,,30.15,44.4,46.85,,38.4,,
2015-06-04,28.95,27.0,32.95,,29.5,33.95,34.45,,31.46,31.6,31.5,29.6,26.0,35.95,,30.3,44.05,46.5,,38.2,,
2015-06-05,28.6,26.65,32.65,,29.25,33.95,,,31.51,31.6,,29.25,,35.7,,30.1,43.85,,,38.25,38.2,
2015-06-08,28.2,26.45,32.45,,29.05,33.75,34.32,28.5,31.38,31.45,31.4,28.8,25.4,,,29.8,43.9,,,38.3,38.15,
2015-06-09,28.1,26.4,32.4,33.15,29.0,33.75,34.35,28.35,31.5,31.4,31.35,27.95,24.95,35.25,,29.35,43.9,46.35,31.6,38.2,38.2,38.2
2015-06-10,28.15,26.45,32.4,33.2,28.95,33.8,34.3,28.35,31.45,31.2,31.05,28.1,24.75,35.4,,29.4,43.95,,,38.3,38.25,38.2
2015-06-11,28.4,26.45,32.5,33.4,29.0,33.75,34.3,,31.4,31.2,31.2,28.5,24.9,35.35,,29.5,44.0,46.5,31.6,38.35,38.3,
2015-06-12,29.15,26.9,32.75,,29.6,33.85,34.4,,31.55,31.31,31.23,29.15,25.35,35.65,,29.8,44.15,46.5,31.8,38.6,38.4,
2015-06-15,29.25,27.0,32.9,33.5,29.7,33.75,34.4,,31.57,31.4,31.25,29.2,25.5,35.9,,30.25,44.2,46.7,31.85,38.55,,
2015-06-16,28.9,26.6,32.55,33.3,29.35,33.5,34.05,,31.4,31.15,31.12,28.8,25.15,35.45,,29.75,43.95,,,38.3,,
2015-06-17,29.25,26.8,32.5,,29.48,33.59,34.2,,31.45,31.15,31.15,29.4,25.5,35.55,,30.0,44.05,46.8,31.65,38.4,38.6,38.6
2015-06-18,29.7,27.05,32.45,,29.7,33.65,34.17,28.6,31.45,31.18,31.15,29.5,25.6,,,30.1,44.2,46.7,31.7,38.45,38.75,
2015-06-19,29.95,27.2,32.6,33.15,29.94,33.8,34.3,,31.55,31.25,31.2,30.1,25.9,36.1,,30.5,44.45,,,38.65,38.9,38.85
2015-06-22,30.6,27.59,32.9,33.4,30.45,34.25,34.5,28.85,31.8,31.35,31.3,31.6,26.4,36.25,,31.4,44.55,47.15,,38.8,39.0,38.9
2015-06-23,30.65,27.65,32.95,33.4,30.5,34.2,34.65,28.95,31.8,31.4,31.35,31.5,26.3,36.4,,31.3,44.85,47.45,,38.85,39.1,
2015-06-24,30.65,27.7,32.95,,30.4,34.2,34.65,28.95,31.85,31.4,31.35,31.7,26.25,36.1,,31.25,44.95,47.2,32.0,39.0,39.2,38.95
2015-06-25,31.7,28.4,33.4,,31.15,34.5,34.95,29.25,32.1,31.6,31.6,33.5,27.4,36.8,42.0,31.95,45.5,47.65,,39.35,39.65,
2015-06-26,32.45,29.1,33.6,,31.7,34.6,35.05,,32.2,31.55,31.7,35.35,28.35,37.1,,33.6,45.7,47.85,,39.5,39.65,39.6
2015-06-29,32.75,28.85,33.25,,31.65,34.35,,,32.0,31.55,31.55,36.75,29.0,37.2,,34.1,45.55,47.9,,39.45,39.7,39.7
2015-06-30,32.8,28.8,33.1,,31.4,34.25,34.8,29.09,32.1,31.65,31.6,37.55,29.75,36.7,,34.4,45.7,47.8,,39.55,39.9,
2015-07-01,29.3,33.05,33.6,,34.35,34.85,29.25,30.4,32.15,31.64,31.65,30.8,37.2,,,45.6,47.9,,,39.6,39.8,
2015-07-02,29.15,32.7,33.45,,34.15,34.75,,,32.05,31.7,31.75,29.15,36.45,,,45.05,47.6,,32.5,39.4,39.75,39.7
2015-07-03,28.8,32.6,33.4,,34.0,34.6,,,31.9,31.55,,29.35,36.5,,,45.0,47.75,32.35,,39.45,39.85,39.9
2015-07-06,27.9,32.1,33.1,35.65,33.61,34.3,29.7,,31.75,31.3,31.5,,35.35,,,44.7,,,,39.25,39.65,
2015-07-07,27.75,32.15,33.1,35.3,33.85,34.45,,30.05,31.75,31.35,31.5,26.9,35.5,,,44.6,47.1,32.25,,39.15,39.55,39.65
2015-07-08,27.8,32.0,,35.5,33.7,34.35,28.9,29.9,31.65,31.25,31.54,26.7,35.5,,,44.55,47.25,32.2,32.15,39.15,39.55,
2015-07-09,28.05,32.2,33.1,,33.85,34.55,,,31.85,31.45,31.9,27.2,,41.65,,45.0,47.45,32.4,,39.4,39.9,39.8
2015-07-10,28.2,32.3,33.3,35.85,33.9,,,,31.8,31.5,31.85,27.35,36.0,,,45.05,47.65,32.35,,39.5,40.0,40.05
2015-07-13,29.45,33.1,33.8,35.85,34.45,34.95,28.9,28.45,32.07,31.7,32.05,29.2,37.1,,,45.6,47.65,32.2,32.2,39.8,40.15,
2015-07-14,29.75,33.05,33.8,,34.25,34.9,,,32.0,31.6,31.95,29.25,37.25,,,45.5,47.9,32.75,,39.7,,40.0
2015-07-15,29.25,32.8,33.75,,34.2,34.75,,,32.0,31.6,31.95,28.8,36.9,,,45.4,,,,38.65,39.8,
2015-07-16,29.7,33.15,33.8,,34.35,34.7,,,32.1,31.58,31.95,29.15,37.35,42.35,,45.55,47.75,,32.7,39.65,39.95,39.9
2015-07-17,30.4,33.3,34.0,,34.45,34.85,29.4,30.45,32.12,31.6,31.95,29.75,37.9,,,45.9,48.3,,,39.9,40.05,40.05
2015-07-20,30.8,33.85,34.4,36.4,34.8,35.2,29.47,30.5,32.45,31.85,32.18,30.8,39.0,,,46.7,48.85,33.05,33.05,40.1,40.2,
2015-07-21,30.7,33.65,34.25,,34.6,35.09,29.6,30.6,32.35,31.65,32.08,30.5,38.7,,,46.25,48.5,,,40.1,39.9,40.3
2015-07-22,31.1,33.9,34.35,,34.65,35.0,,,32.3,31.6,31.95,31.2,38.7,,,46.2,48.55,,,,39.75,40.0
2015-07-23,31.3,33.7,34.25,,34.45,34.75,29.5,,32.1,31.45,31.75,31.55,38.5,42.4,,45.71,47.9,,,39.6,39.4,
2015-07-24,31.4,33.7,34.35,,34.55,34.8,29.4,,32.1,31.4,31.75,31.75,38.6,42.55,,46.1,48.0,,,39.75,39.8,40.0
2015-07-27,30.75,33.0,33.8,,34.35,34.65,,30.27,31.9,31.15,31.51,29.9,37.6,,,45.6,47.85,,,39.65,39.5,39.9
2015-07-28,30.3,32.75,33.8,,33.95,34.3,29.05,30.15,31.7,31.0,31.3,29.35,37.2,42.1,,45.65,47.7,32.65,,39.45,39.35,39.99
2015-07-29,30.3,32.75,34.0,36.15,34.1,34.5,29.05,30.15,31.85,31.15,31.35,29.35,37.35,,,45.4,48.0,32.7,32.65,39.65,39.7,40.25
2015-07-30,30.6,33.0,34.15,36.2,34.1,34.5,29.1,,31.81,31.13,31.35,29.7,37.8,,,45.7,,,,39.85,39.7,40.3
2015-07-31,30.45,32.65,33.85,,33.6,34.25,,,31.4,30.8,31.25,29.7,37.55,42.0,,45.3,48.0,,,39.55,39.55,
2015-08-03,32.8,33.8,35.84,,33.7,33.95,28.7,29.7,31.3,30.6,30.95,38.25,42.25,,,45.3,47.85,32.6,,39.5,39.4,39.9
2015-08-04,33.25,34.2,35.9,31.75,33.8,34.1,28.7,29.75,31.35,30.6,30.8,38.65,43.0,47.0,,45.45,47.95,32.75,,39.65,39.45,
2015-08-05,33.3,34.25,35.8,31.75,33.85,34.05,28.6,29.55,31.35,30.6,30.75,38.55,42.75,47.0,,45.4,48.0,,32.9,39.75,39.45,39.8
2015-08-06,33.25,34.05,,,33.75,34.1,28.55,29.63,31.25,30.62,30.82,38.3,42.75,,,45.4,48.1,33.4,33.2,39.85,39.6,
2015-08-07,33.0,34.0,,31.5,33.45,33.8,28.45,,30.9,30.4,30.8,38.3,,,,44.75,47.6,33.2,33.2,39.8,,
2015-08-10,32.75,33.65,35.35,31.44,33.4,33.62,28.3,,31.0,30.4,30.55,37.6,,,,44.5,47.45,,,39.65,39.3,
2015-08-11,33.0,33.6,,,33.35,33.55,,,31.0,30.4,30.6,37.8,,,,44.35,47.4,33.15,,39.7,39.3,
2015-08-12,33.12,33.4,35.1,31.4,33.35,33.6,,,31.0,30.4,30.6,37.5,,,,44.1,47.1,33.1,,39.35,39.25,
2015-08-13,33.25,33.5,35.05,,33.3,,28.2,29.3,30.95,30.4,30.6,37.9,,,,44.0,47.0,,,39.3,39.1,39.7
2015-08-14,33.75,33.85,35.35,31.6,33.55,33.85,28.45,,31.15,30.53,30.73,38.3,41.75,,,44.2,47.25,,,39.4,39.2,
2015-08-17,33.6,33.65,,,33.5,33.7,28.35,29.4,31.0,30.4,30.6,38.35,41.75,,,44.1,47.01,,,39.3,,
2015-08-18,33.7,33.57,35.1,31.6,33.45,33.6,28.25,29.25,31.0,30.35,30.5,38.65,41.85,46.0,,44.1,46.85,,33.1,39.15,39.0,
2015-08-19,33.3,33.4,34.85,31.5,33.25,33.42,,,30.81,30.3,30.45,37.9,41.6,,,43.78,46.75,,33.0,39.0,39.0,39.3
2015-08-20,32.8,33.1,34.85,31.35,33.05,33.25,28.05,29.15,30.63,30.1,30.25,37.5,41.25,,,43.4,46.4,32.6,32.95,38.8,38.7,
2015-08-21,32.4,32.9,34.35,,32.75,33.1,28.0,28.8,30.35,29.97,30.02,37.45,41.25,,,43.4,46.3,32.65,,38.65,38.6,39.0
2015-08-24,32.5,32.45,34.3,31.0,32.4,32.55,27.1,28.4,29.79,29.1,29.35,37.15,,,,42.75,45.8,,32.95,38.3,38.2,38.7
2015-08-25,32.45,32.65,,,32.45,32.7,27.25,28.55,30.0,29.3,29.6,37.0,41.1,44.0,,43.1,46.0,32.35,32.25,38.35,38.3,
2015-08-26,32.4,32.6,33.75,30.75,32.35,32.45,27.2,,29.9,29.27,29.55,37.1,40.9,44.85,43.9,43.15,45.95,32.35,32.45,38.35,38.3,
2015-08-27,32.7,32.85,34.05,31.15,32.7,32.65,,,30.3,29.6,29.9,36.7,41.0,,,43.3,46.0,32.4,,38.55,38.4,
2015-08-28,32.85,32.9,34.25,,32.85,32.75,,,30.5,29.65,30.0,36.75,41.0,,,43.25,46.0,32.7,32.7,38.65,38.45,
